crossroad,amount
G,5.1
G,5.1
G,6.0
G,5.3999999999999995
G,5.3999999999999995
G,5.3999999999999995
G,5.3999999999999995
H,9.799999999999999
H,11.899999999999999
H,11.2
I,5.3999999999999995
I,9.9
C,0.0
C,11.600000000000001
C,14.8
B,106.4
A,0.0
D,16.0
G,5.1
H,6.3
H,6.3
I,3.0
C,3.6
C,38.0
B,12.8
A,0.0
D,16.8
G,6.8999999999999995
H,9.1
H,9.1
I,4.8
I,9.0
I,11.4
C,9.799999999999999
C,12.6
B,14.4
A,0.0
A,0.0
D,21.6
G,8.7
H,13.299999999999999
H,16.099999999999998
I,9.0
C,4.2
C,3.4000000000000004
C,3.8000000000000003
C,4.4
C,4.6000000000000005
C,4.800000000000001
C,5.2
C,5.6000000000000005
B,23.200000000000003
A,0.0
D,30.400000000000002
G,10.5
G,10.5
G,10.799999999999999
G,11.1
G,11.1
G,11.4
G,11.4
G,12.0
G,12.0
H,16.099999999999998
H,20.299999999999997
I,9.9
C,2.8000000000000003
C,3.6
B,16.8
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
D,41.6
G,16.8
G,17.4
G,19.2
H,42.0
I,20.099999999999998
C,3.2
B,15.200000000000001
B,18.400000000000002
A,0.0
D,26.400000000000002
G,10.799999999999999
G,13.2
H,9.799999999999999
I,4.8
I,5.3999999999999995
I,5.7
C,4.4
C,4.800000000000001
C,5.800000000000001
B,31.5
A,0.0
A,0.0
D,53.6
G,24.0
H,5.6
H,6.3
H,7.0
H,7.0
H,7.0
I,3.3
I,4.8
C,3.6
C,4.800000000000001
C,5.2
C,6.6000000000000005
C,7.4
B,34.4
B,35.2
A,0.0
A,0.0
A,0.0
A,0.0
A,68.0
D,51.2
G,4.8
G,5.3999999999999995
G,5.3999999999999995
H,9.1
I,3.0
C,2.4000000000000004
C,3.8000000000000003
C,6.4
C,30.099999999999998
B,40.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
D,12.0
G,4.5
H,9.799999999999999
I,4.2
I,4.8
C,4.2
C,6.0
C,7.0
C,8.4
B,60.0
A,0.0
A,14.4
D,12.0
D,12.0
G,4.5
H,10.5
H,11.2
H,10.5
H,9.799999999999999
H,10.5
H,9.799999999999999
H,11.2
I,5.3999999999999995
I,7.199999999999999
C,36.0
B,12.8
A,0.0
D,16.0
D,20.0
G,7.8
H,0.0
I,18.3
C,1.4000000000000001
C,3.2
C,3.2
C,3.6
C,3.8000000000000003
C,4.2
C,4.800000000000001
C,26.0
B,15.200000000000001
B,15.200000000000001
B,1.9000000000000001
B,16.0
A,0.0
A,0.0
D,23.400000000000002
G,6.8999999999999995
G,2.3000000000000003
G,6.8999999999999995
H,9.799999999999999
I,5.7
I,12.0
C,2.8000000000000003
C,3.0
C,3.0
C,3.0
C,3.2
C,3.2
C,3.4000000000000004
C,3.4000000000000004
C,3.8000000000000003
C,4.0
B,18.400000000000002
A,0.0
A,0.0
D,24.8
G,8.4
G,17.4
G,9.0
H,16.099999999999998
H,20.299999999999997
I,11.4
I,37.199999999999996
C,9.799999999999999
C,9.799999999999999
B,12.0
B,18.0
A,0.0
D,17.6
D,19.200000000000003
D,19.200000000000003
D,21.6
G,6.6
G,6.6
G,6.8999999999999995
H,18.9
I,10.5
C,11.2
C,11.2
C,11.899999999999999
C,11.899999999999999
C,11.899999999999999
C,11.899999999999999
C,11.2
C,11.2
C,11.2
C,11.899999999999999
C,11.2
C,11.2
C,16.2
C,12.6
C,12.6
C,11.899999999999999
B,15.200000000000001
A,0.0
D,13.600000000000001
G,4.2
H,3.5999999999999996
H,5.1
H,8.7
H,9.6
H,11.1
I,4.8
I,5.1
C,4.0
C,13.799999999999999
C,5.800000000000001
C,7.4
B,35.2
A,0.0
D,40.0
G,13.5
H,3.9
I,4.5
I,6.6
C,5.2
C,3.2
C,10.2
C,7.2
C,7.2
B,36.800000000000004
B,35.0
A,0.0
D,92.0
G,4.8
G,5.1
G,5.7
G,6.0
G,5.7
G,6.0
H,4.2
H,3.9
H,3.9
H,3.5999999999999996
H,3.3
H,3.5999999999999996
H,4.2
H,4.2
I,0.0
C,4.4
C,4.0
C,4.2
C,4.6000000000000005
C,5.0
C,5.6000000000000005
C,6.0
B,0.0
B,37.6
B,44.800000000000004
A,6.800000000000001
D,12.0
G,4.8
G,4.5
G,4.5
H,3.3
H,2.4
H,2.6999999999999997
H,2.1
I,2.6999999999999997
C,2.4000000000000004
C,3.4000000000000004
C,4.0
C,6.800000000000001
C,9.200000000000001
B,66.4
A,0.0
D,16.0
D,17.6
G,7.199999999999999
G,6.8999999999999995
G,17.5
H,7.199999999999999
I,9.299999999999999
C,10.600000000000001
C,11.4
B,9.600000000000001
B,7.5
B,12.0
A,6.4
D,14.4
D,14.7
D,20.8
D,26.1
G,8.4
G,8.7
G,9.0
G,9.299999999999999
H,9.6
H,8.7
H,13.5
I,11.7
C,2.8000000000000003
B,12.8
A,0.0
D,16.8
G,6.3
G,7.5
H,6.8999999999999995
H,6.0
I,10.5
I,15.6
C,2.8000000000000003
C,3.2
B,14.4
B,16.8
B,18.400000000000002
A,0.0
D,24.8
G,9.0
G,9.0
H,7.199999999999999
I,10.799999999999999
C,2.8000000000000003
C,4.0
C,5.4
C,6.2
C,7.6000000000000005
C,7.800000000000001
C,8.200000000000001
C,26.4
B,37.6
A,0.0
D,49.6
G,19.8
H,14.399999999999999
I,21.0
C,3.2
B,13.600000000000001
A,0.0
D,19.200000000000003
D,32.0
G,13.2
G,13.799999999999999
H,23.4
I,3.9
I,5.1
I,6.3
C,4.800000000000001
B,22.400000000000002
B,23.200000000000003
A,0.0
D,37.6
G,16.2
H,3.9
I,4.5
I,4.8
I,5.1
I,6.3
C,4.800000000000001
B,24.8
A,0.0
A,0.0
A,0.0
D,67.2
G,4.8
G,4.8
G,5.1
G,5.3999999999999995
H,6.3
H,6.8999999999999995
H,24.0
I,6.6
I,7.5
I,8.1
I,8.7
I,9.9
C,4.1000000000000005
C,7.6000000000000005
C,7.2
C,7.0
C,6.800000000000001
C,7.0
C,27.299999999999997
B,30.400000000000002
A,27.0
D,12.8
D,16.0
G,6.3
G,6.0
G,6.3
G,6.6
G,6.8999999999999995
G,7.199999999999999
G,7.5
H,6.3
I,7.5
I,7.8
I,9.0
C,8.200000000000001
C,10.0
C,10.8
C,12.8
C,13.600000000000001
C,14.600000000000001
C,68.4
B,67.2
A,0.0
D,14.4
G,5.3999999999999995
G,5.3999999999999995
H,9.1
H,7.0
I,2.1
C,8.399999999999999
C,14.7
C,35.1
B,12.8
B,12.0
B,14.4
A,0.0
D,16.8
G,19.8
H,13.299999999999999
I,5.1
I,0.0
I,7.8
C,14.0
C,15.0
C,15.0
C,16.0
C,19.0
C,20.0
C,22.0
B,17.6
B,24.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
D,28.0
G,11.1
G,11.4
G,13.2
H,33.599999999999994
I,18.0
I,16.5
I,16.2
C,14.0
C,15.0
C,15.0
C,16.0
B,13.600000000000001
B,8.5
B,12.8
B,13.600000000000001
B,12.8
B,14.4
B,13.600000000000001
A,0.0
A,0.0
D,19.200000000000003
G,7.199999999999999
G,7.5
H,18.9
I,9.9
I,7.199999999999999
I,6.8999999999999995
I,8.1
I,10.799999999999999
C,14.0
C,16.0
C,19.0
B,15.200000000000001
A,0.0
D,16.0
G,10.0
G,6.8999999999999995
H,8.4
I,12.299999999999999
I,14.1
C,16.0
C,17.0
B,13.600000000000001
B,20.0
B,21.6
B,21.6
B,24.0
B,26.400000000000002
B,29.6
A,0.0
A,0.0
A,0.0
A,0.0
D,41.6
G,16.2
H,17.099999999999998
I,6.4
I,5.7
I,6.6
C,5.0
C,5.0
C,5.800000000000001
C,21.0
B,25.6
B,32.0
A,0.0
D,44.0
G,18.0
H,3.3
H,3.3
I,3.9
I,6.3
C,4.800000000000001
C,4.800000000000001
C,4.800000000000001
C,5.0
C,26.0
B,20.8
B,24.0
B,37.6
B,42.400000000000006
A,0.0
A,0.0
A,30.5
D,51.2
G,1.4000000000000001
G,4.2
H,2.8
H,4.199999999999999
H,6.3
I,2.6999999999999997
C,2.4000000000000004
B,12.8
B,21.6
A,0.0
A,44.1
D,12.8
G,4.8
G,5.1
H,11.2
I,5.1
I,5.7
C,5.2
B,37.6
A,0.0
D,16.0
D,20.8
G,7.8
G,8.1
H,15.399999999999999
I,7.5
C,8.6
B,12.8
A,0.0
A,0.0
D,15.200000000000001
G,4.8
G,4.5
H,0.6000000000000001
H,7.0
H,11.2
H,14.0
I,7.5
C,2.8000000000000003
C,3.2
C,3.6
C,4.4
B,16.8
A,0.0
A,0.0
A,18.400000000000002
D,19.200000000000003
G,25.0
H,8.399999999999999
H,8.399999999999999
H,9.799999999999999
I,0.0
I,3.4000000000000004
I,16.5
C,2.8000000000000003
C,3.4000000000000004
B,15.200000000000001
A,0.0
A,0.0
D,25.6
G,10.2
G,9.6
G,9.299999999999999
G,9.0
G,8.7
H,14.7
I,16.2
I,13.2
C,14.0
B,10.4
B,12.8
B,16.0
A,0.0
A,0.0
D,24.0
G,6.6
H,10.5
I,3.3
C,3.2
C,3.6
C,4.0
B,14.4
B,15.200000000000001
A,0.0
A,0.0
A,0.0
D,29.6
G,12.0
G,12.9
H,45.5
I,4.8
C,13.299999999999999
C,16.799999999999997
B,19.200000000000003
A,0.0
A,0.0
A,0.0
D,41.6
G,16.2
H,7.0
H,7.0
H,7.0
H,7.0
H,7.0
H,7.699999999999999
H,8.399999999999999
H,8.399999999999999
I,3.9
I,4.5
I,4.8
I,5.3999999999999995
C,4.2
C,5.0
C,6.0
C,6.6000000000000005
C,7.4
C,8.200000000000001
C,9.0
C,10.200000000000001
C,53.0
B,42.400000000000006
A,0.0
D,92.80000000000001
G,0.0
G,4.8
G,5.3999999999999995
G,5.7
H,10.5
I,4.8
C,4.0
C,5.2
C,7.2
C,11.7
B,42.400000000000006
A,0.0
A,0.0
A,0.0
A,0.0
D,12.8
G,5.1
H,11.2
I,4.5
I,7.2
C,4.6000000000000005
B,32.800000000000004
A,0.0
A,0.0
A,4.4
A,0.0
D,24.8
G,3.3000000000000003
G,10.799999999999999
H,12.6
I,13.799999999999999
C,54.599999999999994
B,12.8
B,16.0
A,0.0
A,0.0
A,0.0
D,37.6
G,13.5
H,9.299999999999999
I,12.299999999999999
C,1.6
C,1.6
C,2.0
C,1.8
C,1.8
C,2.0
C,3.3
C,3.5999999999999996
C,3.0
B,14.4
A,0.0
A,0.0
D,17.6
G,5.7
H,6.0
I,10.2
I,13.799999999999999
C,2.8000000000000003
C,15.0
C,6.4
C,3.2
C,3.8000000000000003
C,4.0
C,14.7
C,4.4
C,4.800000000000001
C,5.0
C,5.2
C,5.800000000000001
C,6.2
C,6.6000000000000005
C,7.4
B,0.0
A,0.0
D,46.400000000000006
G,16.8
H,20.4
I,28.5
C,9.799999999999999
C,7.5
C,11.2
C,11.2
C,11.2
C,11.2
C,0.0
C,11.899999999999999
C,12.6
C,13.299999999999999
B,18.0
A,0.0
D,13.600000000000001
G,3.3
H,10.8
I,3.9
C,11.2
C,17.0
C,13.299999999999999
C,15.399999999999999
C,18.2
B,21.6
A,0.0
A,0.0
A,0.0
D,30.400000000000002
G,11.4
G,10.799999999999999
G,9.9
G,9.9
G,9.299999999999999
G,9.6
G,9.299999999999999
H,13.299999999999999
I,4.5
I,6.3
C,16.799999999999997
B,20.8
A,0.0
D,33.6
G,18.8
H,0.0
H,7.0
I,3.0
I,3.5999999999999996
I,4.2
I,5.1
C,14.0
B,17.6
A,0.0
A,0.0
D,48.0
G,4.5
G,4.8
G,4.5
H,9.1
I,4.2
C,11.899999999999999
C,11.2
C,11.899999999999999
C,10.5
C,9.799999999999999
C,9.799999999999999
C,10.5
C,9.799999999999999
C,9.799999999999999
C,11.2
B,12.8
B,17.6
A,0.0
A,0.0
A,32.4
D,10.4
D,11.200000000000001
G,3.5999999999999996
G,5.5
H,4.199999999999999
H,5.6
I,2.4
I,3.3
I,3.9
I,4.2
I,4.5
I,4.8
I,5.3999999999999995
I,5.7
I,6.6
C,21.0
B,31.200000000000003
A,0.0
D,14.4
G,4.8
G,4.8
G,4.8
H,4.8999999999999995
H,6.3
I,3.3
I,4.2
I,6.3
C,24.5
B,12.8
A,0.0
A,0.0
A,0.0
D,28.0
G,11.1
H,23.799999999999997
I,11.7
I,15.0
C,9.799999999999999
C,10.5
B,12.8
A,0.0
D,16.8
D,15.200000000000001
D,15.200000000000001
D,16.8
G,6.0
G,6.0
H,16.099999999999998
I,8.1
I,15.0
C,9.799999999999999
C,14.0
B,17.6
A,0.0
A,0.0
D,27.200000000000003
G,6.6
G,6.6
G,7.5
H,3.0
H,7.2
H,25.2
I,13.5
I,25.2
I,13.5
I,13.799999999999999
I,14.1
I,15.899999999999999
I,53.1
C,9.799999999999999
C,9.799999999999999
C,9.799999999999999
C,9.799999999999999
C,13.5
C,10.5
C,11.2
C,11.899999999999999
C,11.899999999999999
C,13.299999999999999
B,16.0
A,21.0
D,16.8
G,6.6
G,8.1
H,12.6
I,6.3
I,8.7
C,11.2
B,13.600000000000001
A,0.0
D,19.200000000000003
G,8.1
H,27.299999999999997
I,4.8
C,13.299999999999999
C,16.099999999999998
B,20.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
A,0.0
D,43.2
G,19.2
H,8.399999999999999
H,9.1
H,1.5
I,4.5
I,4.2
I,4.8
I,5.1
C,14.0
C,21.0
B,26.400000000000002
B,26.400000000000002
B,28.0
A,0.0
D,23.4
D,62.400000000000006
G,4.8
H,12.6
I,5.7
C,16.799999999999997
B,22.400000000000002
A,0.0
D,12.8
G,4.2
G,4.5
G,4.5
H,3.3
I,3.5999999999999996
I,3.9
C,12.6
C,21.7
C,37.8
B,52.0
A,0.0
A,6.800000000000001
D,16.0
G,6.3
