crossroad,amount
C,6.0
C,5.3999999999999995
C,3.6
C,7.2
C,2.6999999999999997
C,0.9
C,3.6
C,2.0
C,7.699999999999999
C,2.2
C,6.6
C,3.5999999999999996
C,5.2
C,12.6
C,2.8000000000000003
C,9.0
C,12.0
B,2.4000000000000004
B,9.1
A,7.199999999999999
D,9.600000000000001
G,3.0
G,0.0
G,6.0
H,14.4
H,18.0
H,9.200000000000001
H,12.0
H,21.6
I,25.6
C,0.0
C,0.0
C,0.0
B,0.0
A,11.200000000000001
A,23.200000000000003
D,24.0
G,0.0
G,17.0
H,20.8
I,9.1
C,12.0
C,0.0
C,0.0
C,3.0
C,0.0
B,0.0
B,0.0
B,11.0
A,14.0
A,16.8
D,17.6
D,17.6
G,0.0
G,0.0
G,17.5
H,20.0
I,22.400000000000002
C,0.0
B,0.0
B,0.0
B,0.0
B,0.0
B,0.0
A,24.8
D,28.8
G,0.0
G,0.0
G,0.0
G,0.0
G,0.0
G,0.0
G,0.0
G,0.0
G,0.0
G,17.2
H,35.1
I,0.0
I,34.4
C,0.0
C,0.0
C,0.0
C,21.0
B,0.0
B,0.0
B,5.4
A,25.6
D,27.200000000000003
G,0.0
G,31.200000000000003
H,5.3999999999999995
H,20.8
I,11.200000000000001
I,12.8
I,15.200000000000001
C,0.0
C,8.4
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,22.400000000000002
C,0.0
C,15.5
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,16.8
B,19.6
A,46.400000000000006
D,51.2
G,5.5
G,5.7
H,8.8
I,8.8
C,0.0
C,0.0
C,0.0
C,2.0
C,6.6
C,0.0
C,0.0
C,25.0
B,9.200000000000001
B,9.600000000000001
A,22.400000000000002
D,16.8
G,1.6
G,9.6
H,8.0
H,8.8
I,8.8
C,0.0
B,12.6
A,19.200000000000003
A,16.2
D,12.8
D,10.0
G,0.0
G,3.0
H,20.8
H,20.0
I,17.6
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,0.0
C,21.599999999999998
B,19.200000000000003
A,6.4
D,13.600000000000001
D,13.600000000000001
D,14.4
G,1.1
G,1.5
H,9.600000000000001
I,10.4
I,15.200000000000001
C,0.0
B,6.4
B,8.0
A,17.6
D,18.400000000000002
G,2.4000000000000004
G,2.5
G,2.6
G,2.8000000000000003
G,2.8000000000000003
G,2.9000000000000004
G,3.0
H,17.6
I,21.6
C,9.799999999999999
B,6.0
B,6.4
A,8.5
A,16.0
D,16.8
G,2.3000000000000003
H,10.4
I,11.200000000000001
C,9.799999999999999
C,9.799999999999999
B,5.2
A,11.200000000000001
A,16.8
D,16.0
G,2.1
G,2.3000000000000003
G,2.6
H,28.0
H,26.400000000000002
I,32.0
C,9.799999999999999
C,11.899999999999999
B,7.2
A,16.0
A,26.400000000000002
D,10.2
G,4.0
G,4.1000000000000005
G,3.9000000000000004
H,13.600000000000001
H,6.8999999999999995
H,23.200000000000003
I,18.400000000000002
I,20.0
C,11.2
B,6.800000000000001
A,14.4
A,16.0
D,12.8
D,13.600000000000001
D,4.8
D,13.600000000000001
G,1.6
G,2.7
G,3.9000000000000004
H,50.400000000000006
I,5.6000000000000005
I,6.0
I,6.0
I,6.4
I,6.4
C,12.6
C,14.7
C,15.399999999999999
B,9.200000000000001
B,10.8
A,24.0
D,27.200000000000003
G,0.0
H,8.0
H,7.2
H,7.2
I,3.6
I,4.800000000000001
C,9.799999999999999
C,10.5
C,11.2
C,13.299999999999999
B,20.0
B,8.8
B,10.4
B,12.0
B,15.200000000000001
A,40.0
D,24.0
G,1.6
H,11.700000000000001
I,5.6000000000000005
C,0.0
B,9.200000000000001
B,9.600000000000001
B,11.200000000000001
B,13.600000000000001
B,15.600000000000001
A,45.6
D,0.0
D,13.600000000000001
G,1.8
G,15.200000000000001
G,1.9000000000000001
G,2.0
G,2.1
G,2.0
G,2.0
G,2.1
G,2.1
H,16.8
I,8.8
C,20.299999999999997
B,14.0
A,15.0
D,15.0
G,1.3
G,1.3
G,1.4000000000000001
G,1.4000000000000001
G,1.4000000000000001
H,14.4
I,8.0
C,22.4
B,6.4
A,16.2
D,15.200000000000001
G,1.9000000000000001
G,2.0
G,2.1
G,2.1
H,3.2
I,2.0
C,9.799999999999999
C,10.5
B,6.0
B,16.2
A,15.200000000000001
D,14.0
G,4.4
G,2.6
G,2.9000000000000004
G,3.0
G,3.3000000000000003
G,3.5
G,3.7
H,26.400000000000002
I,15.600000000000001
C,8.399999999999999
C,8.399999999999999
C,8.399999999999999
C,9.1
C,9.1
C,9.1
C,9.1
C,9.799999999999999
B,5.6000000000000005
A,12.0
A,12.0
D,11.200000000000001
G,6.0
H,4.0
I,2.4000000000000004
I,8.0
I,8.8
I,10.0
I,12.4
C,4.2
B,15.0
B,8.4
A,19.200000000000003
D,12.5
G,2.9000000000000004
H,28.0
I,16.8
C,11.2
C,14.0
C,21.0
C,14.7
B,7.6000000000000005
A,17.6
D,18.400000000000002
G,2.5
G,2.6
G,3.1
G,3.5
H,44.800000000000004
I,5.2
I,5.2
I,3.9
I,5.2
C,9.799999999999999
C,11.2
C,13.299999999999999
C,15.399999999999999
C,16.099999999999998
B,9.600000000000001
B,9.600000000000001
B,10.8
B,12.0
B,13.200000000000001
A,31.200000000000003
D,16.0
G,7.199999999999999
H,7.2
H,8.0
I,3.6
C,7.0
C,7.0
C,7.699999999999999
C,7.0
C,7.0
C,8.399999999999999
C,9.1
C,8.399999999999999
C,7.699999999999999
C,7.0
C,7.0
C,6.3
C,7.0
C,9.1
C,9.799999999999999
C,11.2
C,11.899999999999999
C,14.0
C,13.299999999999999
C,17.5
C,16.799999999999997
B,10.8
A,10.5
A,43.2
D,51.2
D,41.4
G,1.6
G,1.8
H,12.0
I,6.0
I,6.4
I,7.2
C,15.399999999999999
C,15.399999999999999
C,14.7
C,14.7
C,17.5
C,18.2
C,19.599999999999998
B,12.8
A,28.8
D,12.8
G,1.7000000000000002
H,9.600000000000001
H,9.600000000000001
I,4.800000000000001
I,5.6000000000000005
C,12.6
B,9.600000000000001
B,14.7
B,34.800000000000004
A,12.8
D,12.8
D,13.600000000000001
D,12.8
D,12.8
G,1.6
G,1.7000000000000002
G,1.8
H,12.0
H,12.8
H,13.600000000000001
H,14.4
I,7.2
I,10.0
I,17.2
I,25.200000000000003
C,50.0
B,5.6000000000000005
B,5.6000000000000005
B,6.0
B,6.800000000000001
B,7.2
A,10.799999999999999
A,14.4
A,15.200000000000001
D,12.8
G,1.7000000000000002
G,1.7000000000000002
G,1.8
G,2.0
H,3.2
I,2.0
C,11.200000000000001
C,15.200000000000001
B,7.2
A,15.200000000000001
D,14.4
D,16.0
D,2.1
D,18.400000000000002
G,2.5
G,2.6
G,2.8000000000000003
G,3.0
H,23.200000000000003
H,30.400000000000002
I,16.400000000000002
I,18.8
C,5.6000000000000005
B,5.6000000000000005
A,11.200000000000001
D,11.200000000000001
D,11.200000000000001
D,12.8
G,1.7000000000000002
G,7.6000000000000005
G,2.1
G,2.2
H,16.8
I,8.8
C,5.6000000000000005
C,6.4
C,6.800000000000001
C,8.0
B,8.8
B,10.0
B,10.4
B,11.200000000000001
B,12.0
B,12.8
A,28.8
D,28.0
G,3.5
G,3.5
G,3.5
G,3.5
G,3.4000000000000004
H,10.8
H,12.0
H,16.0
I,20.0
C,12.8
B,6.800000000000001
A,14.4
A,14.4
D,14.4
D,16.099999999999998
D,19.200000000000003
G,2.5
G,2.8000000000000003
G,9.6
H,15.200000000000001
H,12.8
I,6.4
C,7.2
C,10.0
B,5.800000000000001
B,13.200000000000001
A,31.200000000000003
D,34.4
G,5.1000000000000005
G,5.7
G,47.2
H,8.0
I,4.0
I,4.800000000000001
I,5.6000000000000005
I,6.4
I,7.2
I,17.6
C,13.799999999999999
B,10.4
A,27.200000000000003
D,32.800000000000004
G,1.6
H,6.4
H,7.2
I,4.0
C,8.399999999999999
C,12.6
B,8.4
A,27.200000000000003
D,12.8
G,1.7000000000000002
G,1.7000000000000002
G,1.8
G,1.8
G,1.8
G,1.9000000000000001
G,1.9000000000000001
H,7.2
I,3.6
C,4.0
C,3.6
C,4.0
C,4.4
C,5.2
B,8.0
B,19.6
A,11.200000000000001
D,11.200000000000001
G,1.4000000000000001
G,1.3
H,4.0
H,6.4
H,8.8
H,13.600000000000001
I,7.2
C,11.600000000000001
B,6.4
B,7.6000000000000005
A,16.8
D,17.6
G,2.3000000000000003
G,2.4000000000000004
G,2.4000000000000004
G,2.5
H,11.899999999999999
I,7.6000000000000005
