crossroad,veics
101,A
83,B
96,D
114,G
86,F
81,I
7,H
54,C
47,A
20,D
29,G
82,F
99,I
55,H
73,A
74,B
87,D
15,G
69,E
75,F
17,I
100,H
13,C
38,A
110,B
2,D
19,G
112,E
8,F
50,I
117,H
39,C
66,A
108,B
27,D
5,G
111,F
53,I
40,H
72,C
18,A
24,B
113,D
64,G
76,F
89,I
119,H
45,C
62,A
85,B
1,D
41,G
106,F
86,I
23,H
83,A
31,B
48,D
51,G
82,E
98,F
104,I
116,H
75,C
102,A
54,B
37,D
84,G
118,F
0,I
43,H
60,A
30,B
65,D
55,G
21,F
36,I
105,H
111,C
58,A
69,B
101,D
77,G
119,E
107,F
117,I
79,H
96,A
13,B
73,D
100,G
57,F
8,I
59,H
20,A
66,B
19,D
56,G
31,E
93,F
90,I
63,H
108,C
74,A
102,B
38,D
92,G
118,E
81,F
106,I
25,H
98,C
110,A
10,D
95,G
17,F
91,I
16,H
24,C
109,A
119,B
64,D
87,G
105,E
53,F
23,I
33,H
30,C
85,A
60,B
4,D
14,G
112,F
107,I
70,H
21,C
27,A
58,B
84,D
40,G
89,F
28,I
99,H
66,C
54,A
96,B
46,D
2,G
34,F
59,I
52,H
57,C
48,A
98,B
55,D
115,G
25,E
117,F
0,H
93,C
13,A
20,B
18,D
116,G
90,F
88,H
81,C
94,A
105,B
100,D
7,G
33,E
6,F
5,H
17,C
3,A
45,B
74,D
12,G
58,E
23,F
16,I
41,H
32,C
119,A
21,B
56,D
26,G
64,E
59,F
34,I
77,H
35,C
22,A
57,B
110,D
50,G
4,E
42,F
29,I
11,H
102,C
19,A
25,B
92,D
43,G
78,F
61,H
53,C
39,A
94,B
109,D
79,G
6,E
52,I
36,H
89,C
84,A
93,B
82,D
113,G
76,I
9,H
60,C
75,A
22,B
14,D
1,G
35,F
88,I
95,H
117,C
55,A
33,B
54,D
37,G
42,E
5,I
8,H
96,C
98,A
17,B
115,D
65,G
45,E
16,F
41,I
106,H
90,C
21,A
32,B
3,D
101,G
100,E
64,F
77,I
97,H
71,C
56,A
19,B
7,D
73,G
11,E
114,F
103,H
23,C
111,A
53,B
12,D
63,G
94,E
29,F
35,I
91,H
20,C
57,A
55,B
49,D
38,G
78,E
15,F
9,I
2,H
25,C
92,A
89,B
118,D
70,G
22,E
4,F
72,I
28,H
68,C
93,A
90,B
39,D
18,G
61,E
52,F
95,I
26,H
27,C
17,A
81,B
44,D
99,G
114,E
71,F
113,H
59,C
14,A
67,B
6,D
74,G
97,E
88,F
112,I
1,H
19,C
115,A
23,B
80,D
0,G
15,E
5,F
37,H
16,C
32,A
11,B
85,D
110,G
49,E
51,F
2,I
73,H
104,C
53,A
56,B
13,D
36,G
41,F
108,I
31,H
55,C
89,A
61,B
42,D
109,G
77,F
24,I
34,H
29,C
7,A
92,B
50,D
8,G
9,F
30,I
58,H
90,A
68,B
78,D
106,G
81,E
20,F
26,I
45,H
52,C
23,A
14,B
114,D
91,G
51,E
100,F
113,I
38,H
12,A
97,B
40,D
54,G
44,E
87,F
66,I
94,H
88,C
59,B
75,D
28,G
67,E
95,F
71,I
76,H
5,C
104,B
111,D
3,G
80,E
49,F
1,I
72,H
48,C
11,A
115,B
15,D
62,G
85,E
27,F
102,I
112,H
56,C
50,A
117,B
51,D
98,G
13,E
26,F
37,I
108,H
41,C
29,B
32,D
39,G
87,E
113,F
73,I
22,H
61,C
7,B
43,D
6,G
45,I
74,H
92,C
68,A
116,D
42,G
20,I
24,H
77,C
59,A
50,B
79,D
78,G
40,E
44,F
65,I
110,H
9,C
70,A
63,D
114,G
115,E
1,F
64,I
47,H
95,C
99,D
21,G
117,E
80,F
60,I
109,H
14,C
104,A
87,D
34,G
48,F
4,I
81,H
49,C
43,A
91,D
57,G
7,E
37,F
96,I
3,H
26,C
29,A
70,B
90,D
76,G
56,F
38,I
67,H
97,C
79,A
95,B
68,D
72,G
47,E
73,F
19,I
30,H
84,C
8,D
93,G
116,E
85,F
27,I
62,H
113,C
63,A
43,B
28,D
17,G
45,F
74,I
115,H
107,C
99,A
49,B
75,G
92,F
44,I
66,H
1,C
91,A
26,B
104,D
53,G
10,F
80,I
102,H
50,C
47,B
29,D
111,G
13,F
110,I
64,H
2,C
95,A
79,B
15,G
8,E
46,F
48,I
83,H
37,C
89,G
43,E
14,F
55,I
98,H
73,C
0,A
91,B
51,G
40,F
101,I
60,H
70,C
16,A
112,G
10,E
84,F
100,I
39,H
85,C
49,A
32,G
28,E
107,F
56,I
4,H
45,C
36,A
2,B
108,G
83,E
116,F
109,I
21,H
13,C
26,A
24,G
46,E
50,F
92,I
57,H
47,A
87,G
79,E
82,F
81,I
93,H
91,C
106,A
10,D
30,G
65,F
14,I
119,H
12,C
58,A
85,B
66,G
70,F
3,I
69,H
52,A
83,B
16,D
102,G
8,F
18,I
17,H
88,A
0,B
46,D
90,G
101,F
84,I
25,H
63,C
34,A
9,B
68,G
82,E
28,F
107,I
75,H
99,C
5,A
36,B
24,D
86,G
119,E
109,F
62,I
96,H
38,C
94,A
103,B
23,G
118,F
116,I
53,H
65,C
41,A
106,B
76,D
64,G
69,E
81,F
50,I
111,H
2,A
58,B
104,G
12,F
70,I
89,H
35,C
85,A
31,B
52,D
59,G
3,F
98,I
105,H
101,C
77,A
13,B
82,D
29,G
25,E
63,F
8,I
33,H
83,A
34,B
88,D
115,G
118,E
18,F
39,I
117,H
0,C
113,A
38,B
5,D
60,G
9,E
99,F
54,I
19,H
109,C
1,A
119,B
41,D
16,G
103,E
6,F
21,I
27,H
36,C
24,A
94,B
86,D
20,G
58,E
42,F
57,I
32,H
81,C
65,B
2,D
95,G
31,E
78,F
93,I
44,H
106,C
37,A
69,B
49,D
4,G
105,E
62,F
12,I
68,H
3,C
72,A
45,B
77,D
52,G
33,E
35,F
17,I
80,H
34,C
13,A
101,B
118,D
26,G
76,E
98,F
40,I
23,H
74,C
38,A
25,B
113,D
88,G
6,E
114,F
63,I
55,H
18,C
119,A
64,D
96,G
94,E
39,F
75,I
61,H
110,C
22,A
24,B
1,D
5,G
42,E
15,F
99,I
100,H
62,C
73,A
105,B
112,D
41,G
49,E
106,F
53,I
104,H
65,A
67,B
37,D
48,G
45,E
54,F
35,I
11,H
86,A
33,B
115,D
19,G
78,E
34,F
111,I
7,H
98,C
101,A
72,B
38,D
2,G
114,E
21,F
89,I
116,H
25,C
74,B
6,D
56,G
61,E
51,F
91,I
59,H
39,C
108,A
22,B
60,D
77,G
15,E
57,F
117,I
16,H
71,C
30,A
18,B
73,D
27,G
67,E
76,F
106,I
95,H
54,C
66,A
110,B
42,D
113,G
64,E
93,F
28,I
52,H
24,C
115,A
86,B
20,D
92,G
112,E
17,F
32,I
26,H
102,A
62,B
78,D
44,G
11,E
75,F
68,I
88,H
21,C
61,B
85,D
1,G
51,E
71,F
90,I
70,H
81,B
96,D
37,G
22,E
53,F
23,I
8,H
72,C
108,B
65,D
38,G
111,F
104,I
5,H
57,C
74,A
30,B
48,D
6,G
87,F
34,I
40,H
86,C
109,A
66,B
114,D
14,G
49,F
59,I
41,H
93,C
18,A
98,B
19,D
84,G
89,F
71,I
63,H
17,C
60,A
11,B
56,D
73,G
85,E
64,F
16,I
2,H
61,C
110,A
54,B
15,D
42,G
81,E
117,F
0,I
99,H
75,C
20,A
115,B
101,D
78,G
87,E
90,F
95,I
77,H
53,C
3,A
21,B
4,D
65,G
112,F
52,I
91,H
111,C
96,A
102,B
74,D
80,G
86,F
29,I
113,H
108,C
62,A
57,B
109,D
114,G
23,F
26,I
106,H
49,C
48,A
93,B
51,D
55,G
85,F
88,I
1,H
30,C
98,A
60,B
27,D
50,G
115,E
59,F
5,I
37,H
89,C
11,A
17,B
18,D
15,G
16,F
36,I
28,H
66,C
19,A
20,B
110,D
100,G
4,E
95,F
86,I
97,H
117,C
54,A
53,B
92,D
101,G
41,I
47,H
90,C
39,A
49,B
13,D
116,G
52,F
2,I
43,H
23,C
21,A
96,B
14,D
74,G
29,F
77,I
79,H
102,C
56,A
89,B
87,D
109,G
26,F
113,I
9,H
85,C
57,A
19,B
3,D
51,G
88,F
76,I
103,H
59,C
93,A
90,B
84,D
7,G
97,E
5,F
1,I
34,H
60,C
27,A
23,B
54,D
70,G
47,E
4,F
37,I
0,H
16,C
17,A
55,D
18,G
13,E
41,F
58,H
20,C
53,A
50,D
8,G
31,H
95,C
75,A
85,B
44,D
110,G
10,F
9,I
38,H
52,C
49,A
56,B
100,D
87,G
46,F
24,I
73,H
96,C
89,A
59,B
39,D
3,G
77,F
64,I
36,H
29,C
92,A
97,B
7,D
12,G
82,F
83,H
26,C
14,A
95,B
75,D
40,G
113,F
72,I
74,H
88,C
84,A
47,B
62,G
1,F
112,I
119,H
107,C
90,A
54,G
118,F
65,I
25,H
32,C
23,A
117,B
80,D
63,G
13,F
38,I
94,H
5,C
55,A
39,G
10,E
37,F
73,I
109,H
19,C
85,A
92,B
43,G
46,E
20,F
76,H
41,C
59,A
29,B
90,D
99,G
44,E
107,F
110,H
56,C
50,A
14,B
12,D
79,G
82,E
6,F
24,H
77,C
111,A
55,B
63,D
98,G
83,E
9,F
74,I
3,H
68,C
95,A
26,B
116,D
91,G
118,E
65,F
64,H
113,C
7,A
32,B
43,D
75,G
100,E
42,F
108,I
72,H
97,C
47,A
50,B
99,D
106,G
117,E
73,F
30,I
45,H
48,C
10,D
21,G
6,E
78,F
66,I
62,H
1,C
29,A
83,B
8,D
28,G
119,E
56,F
20,I
67,H
13,C
70,A
7,B
46,D
57,G
80,E
44,F
102,I
39,H
92,C
26,A
79,D
34,G
25,E
114,F
109,I
69,H
37,C
12,A
68,B
82,D
0,G
42,E
15,F
107,I
61,H
9,C
63,A
118,D
93,G
78,E
110,I
98,H
27,C
43,A
119,B
111,D
36,G
116,E
100,F
3,I
112,H
14,C
32,A
70,B
49,D
17,G
7,E
48,F
45,I
105,H
104,C
99,A
13,B
91,D
76,G
114,E
51,F
4,I
22,H
35,C
83,A
25,B
6,D
24,G
69,E
109,F
101,I
108,H
65,C
79,A
43,B
42,D
90,G
61,E
92,F
62,I
33,H
55,C
16,A
29,D
53,G
15,E
27,F
56,I
81,H
2,C
40,D
111,G
8,E
80,F
39,I
75,H
50,C
68,A
78,D
89,G
105,E
14,F
60,I
30,H
70,C
91,A
79,B
85,D
6,G
51,E
3,F
96,I
115,H
73,C
119,A
104,B
114,D
23,G
43,E
45,F
44,I
66,H
25,C
52,A
69,B
28,D
64,G
33,E
101,F
18,I
21,H
84,C
13,A
61,B
32,D
42,G
49,E
35,F
98,I
57,H
71,C
58,A
65,B
15,D
29,G
62,F
48,I
117,H
38,C
88,A
105,B
24,D
72,G
79,E
116,F
92,I
93,H
109,C
106,A
91,B
51,D
78,G
40,E
50,F
27,I
102,H
3,C
5,A
2,B
16,D
59,G
85,E
87,F
80,I
17,H
45,C
41,A
9,B
68,D
112,G
39,F
81,I
4,H
101,C
77,A
103,B
52,D
114,G
8,F
75,I
7,H
61,C
34,A
58,B
64,D
108,G
28,E
70,F
21,I
60,H
62,C
104,A
33,B
32,G
49,F
57,I
11,H
91,C
113,A
38,B
88,D
15,G
87,E
18,F
14,I
53,H
74,C
65,A
31,B
5,D
30,G
9,E
84,F
35,I
96,H
39,C
1,A
106,B
41,D
51,G
103,E
98,F
116,I
111,H
110,C
2,A
101,B
77,D
86,G
58,E
40,F
19,I
89,H
94,A
34,B
76,D
16,G
81,F
50,I
44,H
37,A
62,B
87,D
66,G
75,F
117,I
43,H
49,C
38,A
104,D
20,G
31,E
21,F
8,I
23,H
12,C
24,A
113,D
68,G
64,E
71,F
93,I
79,H
18,C
0,A
74,B
65,D
52,G
11,E
85,F
17,I
9,H
106,C
94,B
1,D
88,G
28,F
100,I
47,H
63,C
101,A
110,B
2,D
5,G
57,F
53,I
103,H
98,C
62,A
49,B
86,D
41,G
111,I
27,H
81,C
73,A
45,B
37,D
102,G
76,E
117,F
70,I
97,H
34,C
36,A
18,B
13,D
77,G
93,F
89,I
80,H
75,C
22,A
24,B
20,D
87,G
94,E
12,F
54,I
59,H
99,C
98,B
38,D
104,G
47,E
106,F
84,I
32,H
21,C
11,B
101,D
113,G
64,F
90,I
16,H
85,C
109,A
67,B
112,D
65,G
17,F
55,I
68,H
57,C
74,A
0,B
73,D
1,G
97,E
63,F
23,I
116,H
117,C
110,A
115,G
45,E
53,F
9,I
58,H
93,C
49,A
36,B
56,G
13,E
111,F
71,I
52,H
3,A
47,B
7,G
34,F
91,I
88,H
86,A
22,B
109,D
48,G
67,E
89,F
12,I
5,H
24,C
18,A
21,B
2,G
6,F
59,I
19,H
17,C
98,A
85,B
115,D
92,G
54,F
106,I
41,H
11,A
57,B
74,D
37,G
112,E
76,F
63,I
8,H
53,C
72,A
86,B
110,D
14,G
42,F
32,I
77,H
0,C
47,A
97,B
3,D
38,G
22,E
90,F
16,I
100,H
111,C
108,A
93,B
56,D
101,G
6,E
78,F
68,I
104,H
36,C
20,A
81,B
7,D
73,G
99,F
40,I
70,H
89,C
30,A
17,B
48,D
95,G
114,F
52,I
55,H
54,C
39,A
53,B
18,D
43,G
42,E
15,F
88,I
91,H
86,C
21,A
92,D
109,G
13,F
29,I
113,H
90,C
66,A
72,B
6,D
74,G
78,E
23,F
34,I
83,H
97,C
85,A
14,D
4,G
51,F
99,I
1,H
107,C
57,A
108,B
39,D
110,G
114,E
112,F
5,I
106,H
115,A
89,B
42,D
60,G
81,E
9,F
28,I
2,H
93,A
20,B
49,D
3,G
15,E
86,F
41,I
37,H
56,A
54,B
78,D
96,G
83,E
59,F
77,I
38,H
13,C
17,A
30,B
43,D
44,G
51,E
107,F
64,I
63,H
23,C
7,A
66,B
114,D
18,G
16,F
104,I
73,H
75,A
117,B
6,G
52,F
65,I
95,H
9,C
48,A
115,B
15,D
27,G
88,F
113,I
109,H
72,C
92,A
90,B
80,G
49,E
10,F
86,I
40,H
59,C
53,A
13,B
51,D
116,G
46,F
107,I
74,H
108,C
89,A
83,B
60,D
39,G
82,F
1,I
34,H
14,A
56,B
75,D
42,G
29,F
2,I
99,H
20,C
102,A
23,B
96,D
78,G
117,E
5,F
76,I
119,H
30,C
43,A
7,B
27,D
114,G
115,E
118,F
37,I
25,H
16,C
54,A
103,B
19,G
41,F
38,I
61,H
35,C
111,A
59,B
85,D
15,G
77,F
73,I
69,H
52,C
90,A
92,B
4,D
8,G
10,E
65,F
101,I
28,H
66,C
13,A
14,B
100,G
46,E
49,F
95,I
31,H
88,C
83,A
102,B
54,D
51,G
7,E
113,F
24,I
94,H
29,C
58,A
43,B
111,D
70,G
119,E
20,F
0,I
45,H
56,C
23,A
9,B
19,D
55,G
25,E
35,F
109,I
67,H
5,C
60,A
90,D
91,G
82,E
1,F
36,I
22,H
32,C
59,A
26,G
61,E
87,F
112,I
81,H
41,C
96,A
58,B
75,G
103,E
37,F
74,I
117,H
77,C
119,B
10,D
106,G
69,E
73,F
105,H
92,C
27,A
29,B
46,D
79,G
85,E
101,F
18,I
33,H
65,C
19,A
25,B
82,D
54,G
118,E
95,F
45,I
64,H
14,C
100,D
50,G
43,E
109,F
20,I
110,H
49,C
60,B
44,D
84,G
9,E
56,F
35,I
76,H
68,C
61,B
55,D
111,G
87,E
81,I
115,H
113,C
119,A
96,B
80,D
90,G
4,E
18,F
117,I
24,H
1,C
32,B
118,D
62,G
105,E
0,H
37,C
29,A
69,B
91,D
63,G
58,E
92,F
110,I
7,H
102,C
19,B
116,D
12,G
33,E
85,F
103,H
73,C
65,B
87,D
40,G
45,F
11,H
25,C
55,A
49,B
79,D
34,G
100,E
14,F
36,H
101,C
68,B
8,D
98,G
44,E
81,F
72,I
3,H
60,C
105,B
50,D
21,G
117,F
56,I
43,H
61,C
91,A
84,D
57,G
80,E
4,F
108,I
47,H
95,C
70,A
33,B
29,D
93,G
30,I
97,H
48,C
32,A
55,B
13,D
17,G
11,E
92,I
39,H
109,C
65,A
91,B
63,D
53,G
116,E
66,I
9,H
96,C
79,A
101,B
12,D
89,G
8,E
14,I
58,H
18,C
16,A
70,B
87,G
47,E
100,F
3,I
26,H
104,C
49,A
95,B
99,G
6,F
112,H
85,C
68,A
23,G
97,E
42,F
54,I
75,H
19,C
52,A
11,B
86,G
13,E
78,F
39,I
111,H
55,C
50,A
79,B
32,D
29,G
44,F
9,I
62,H
45,C
88,A
47,B
65,D
115,G
80,F
90,I
98,H
71,C
101,A
18,B
99,D
28,G
114,F
26,I
21,H
91,C
84,A
16,D
64,G
3,F
102,I
57,H
2,C
5,A
104,B
86,D
76,G
6,E
15,F
75,I
93,H
81,C
106,A
97,B
68,D
24,G
42,E
48,F
111,I
17,H
38,C
41,A
50,B
52,D
0,G
79,E
54,F
62,I
53,H
70,C
95,A
85,B
115,D
36,G
78,E
116,F
98,I
89,H
74,C
77,A
88,D
7,G
114,E
39,F
44,I
83,H
117,C
11,A
2,B
101,D
32,G
15,E
9,F
21,I
72,H
27,C
113,A
106,B
6,D
20,G
90,F
57,I
108,H
110,C
1,A
38,B
5,D
65,G
71,F
93,I
79,H
97,C
47,A
28,D
16,G
26,F
80,I
119,H
3,C
18,A
42,D
68,G
83,E
75,F
17,I
30,H
54,C
104,A
78,D
112,G
111,F
48,I
66,H
50,C
63,A
31,B
41,D
52,G
62,F
116,I
102,H
39,C
85,A
74,B
77,D
43,G
98,F
71,I
23,H
106,C
37,A
67,B
113,D
88,G
119,E
21,F
4,I
44,H
9,C
94,A
110,B
40,D
101,G
57,F
60,I
32,H
2,A
83,B
114,D
6,G
28,E
70,F
53,I
90,C
73,A
45,B
64,D
5,G
31,E
27,F
89,I
16,H
26,C
12,A
54,B
1,D
56,G
50,F
100,I
80,H
75,C
22,A
81,B
24,D
42,G
67,E
93,F
23,I
68,H
111,C
99,A
119,B
18,D
92,G
51,F
96,I
116,H
62,C
38,A
103,B
104,D
78,G
106,F
19,I
52,H
98,C
74,A
94,B
37,D
59,G
17,F
29,I
4,H
107,C
110,A
90,B
7,D
41,G
40,E
53,F
70,I
31,H
21,C
83,A
117,B
2,D
77,G
45,E
87,F
55,I
88,H
57,C
54,A
26,B
20,D
72,G
51,E
8,F
32,I
60,H
93,C
119,A
22,B
43,D
14,G
81,E
89,F
27,I
67,H
86,A
62,B
56,D
108,G
103,E
107,F
16,I
100,H
109,A
98,B
73,D
113,G
94,E
23,F
50,I
96,H
84,C
3,A
21,B
15,D
30,G
64,E
29,F
91,I
25,H
17,C
90,A
57,B
38,D
114,G
87,E
13,F
106,I
19,H
53,C
34,A
9,B
49,D
66,G
117,E
28,F
68,I
5,H
63,C
115,A
86,B
74,D
102,G
22,E
40,F
52,I
45,H
35,C
0,A
93,B
110,D
44,G
10,F
8,I
70,H
89,C
26,A
51,D
80,G
46,F
88,I
55,H
23,C
39,A
34,B
54,D
1,G
25,E
82,F
107,I
81,H
29,C
62,A
17,B
109,D
116,G
84,F
65,I
103,H
13,C
36,A
115,B
87,D
18,G
49,E
64,F
5,I
94,H
86,C
24,A
53,B
3,D
104,G
9,E
63,F
101,I
117,H
98,A
89,B
90,D
4,G
16,F
45,I
61,H
75,A
23,B
76,D
37,G
10,E
118,F
59,H
34,C
21,A
25,B
92,D
2,G
46,E
52,F
69,H
7,A
29,B
39,D
73,G
82,E
35,F
81,I
27,H
57,A
0,B
14,D
15,G
115,E
88,F
105,H
93,A
36,B
85,D
38,G
65,F
117,I
22,H
17,A
13,B
112,D
74,G
118,E
5,F
84,I
33,H
53,A
24,B
10,D
110,G
61,E
86,F
63,I
11,H
12,C
89,A
7,B
46,D
60,G
69,E
101,F
35,I
91,H
25,C
58,A
75,D
51,G
76,E
45,F
59,I
41,H
16,C
20,A
82,D
100,G
105,E
34,F
47,H
99,C
23,A
96,G
81,F
9,H
52,C
43,A
118,D
54,G
85,E
117,F
86,I
97,H
88,C
29,A
61,B
109,G
33,E
49,F
28,I
83,H
0,C
56,A
69,B
87,G
11,E
59,F
77,H
65,C
13,A
58,B
19,G
7,E
12,F
41,I
106,H
36,C
72,A
44,D
3,G
112,E
6,F
40,I
113,H
5,C
108,A
105,B
60,D
90,G
47,E
42,F
34,I
119,H
32,C
30,A
20,B
80,D
39,G
97,E
76,F
9,I
115,H
101,C
66,A
33,B
100,D
70,G
83,E
99,F
18,I
1,H
45,C
111,A
43,B
96,D
55,G
78,F
64,I
8,H
81,C
92,A
11,B
116,D
27,G
58,E
85,F
77,I
7,H
117,C
102,A
47,B
29,D
91,G
6,E
114,F
113,I
104,H
24,C
14,A
56,B
19,D
75,G
119,E
41,F
12,I
63,H
49,C
65,B
4,D
95,G
42,E
9,F
99,I
28,H
61,C
72,B
111,D
79,G
44,E
112,F
1,I
40,H
68,C
60,A
108,B
55,D
26,G
78,E
18,F
58,H
59,C
11,A
32,B
6,D
62,G
43,E
77,F
34,H
20,C
47,A
97,B
27,D
98,G
80,E
113,F
37,H
85,C
96,A
31,B
42,D
29,G
100,E
64,H
41,C
94,A
30,B
91,D
21,G
114,E
104,I
2,H
9,C
19,A
101,B
78,D
57,G
116,E
1,F
54,I
99,H
18,C
65,A
66,B
13,D
111,G
4,E
15,F
43,H
56,C
55,A
49,B
79,D
93,G
44,F
73,H
72,C
27,A
68,B
48,G
31,E
37,I
38,H
71,C
92,B
114,D
106,G
20,F
90,I
77,C
91,A
67,B
8,G
80,F
2,I
74,H
108,C
32,A
59,B
65,D
6,G
15,E
51,F
110,H
97,C
101,A
102,B
63,G
13,E
100,F
109,H
113,C
70,A
45,B
42,G
116,F
3,H
30,C
79,A
14,B
78,G
54,F
76,I
39,H
1,C
16,A
60,B
28,G
67,E
56,F
0,I
75,H
66,C
49,A
96,B
15,D
50,G
51,E
37,F
44,I
95,H
52,A
94,B
48,D
114,G
71,F
73,I
26,H
92,C
68,A
81,B
32,D
84,G
4,F
20,I
31,H
102,C
88,A
19,B
101,D
40,G
45,E
87,F
38,I
62,H
54,C
22,A
117,B
63,D
34,G
13,F
36,I
67,H
107,C
59,A
55,B
51,D
86,G
90,F
80,I
98,H
14,C
5,A
103,B
16,D
65,G
94,E
74,I
76,H
37,C
91,B
28,D
15,G
73,F
110,I
0,H
60,C
85,B
52,D
115,G
87,E
112,I
25,H
27,C
70,B
68,D
7,G
81,E
92,F
109,I
21,H
96,C
48,A
79,B
50,D
32,G
117,E
107,F
3,I
44,H
13,C
41,A
22,B
88,D
43,G
103,E
14,F
39,I
45,H
19,C
63,A
83,B
84,D
101,G
75,I
36,H
55,C
106,A
18,B
87,D
64,G
27,F
95,I
57,H
90,C
9,B
86,D
51,G
25,E
26,I
94,H
91,C
85,A
54,B
8,D
16,G
79,E
109,F
29,I
80,H
73,C
77,A
13,B
5,D
52,G
22,E
3,F
116,I
81,H
70,C
50,A
119,B
115,D
99,G
28,E
39,F
56,I
111,H
104,C
83,A
106,B
49,D
17,G
75,F
62,I
112,H
2,C
113,A
90,B
7,D
68,G
9,E
10,F
71,I
117,H
35,C
58,A
43,D
88,G
46,F
98,I
103,H
18,A
25,B
41,D
76,G
82,F
24,I
11,H
38,C
84,A
50,B
64,D
0,G
95,F
100,I
93,H
109,C
54,A
77,D
44,G
8,E
70,F
72,I
61,H
3,C
86,A
58,B
113,D
87,G
49,E
35,F
21,I
79,H
39,C
115,A
104,B
18,D
36,G
10,E
26,F
4,I
32,H
106,C
13,A
2,B
40,D
80,G
28,F
45,I
16,H
75,C
7,A
99,D
5,G
46,E
118,F
108,I
22,H
25,C
119,A
86,B
54,D
53,G
11,E
29,F
92,I
52,H
95,C
1,A
115,B
41,G
82,E
6,F
57,I
47,H
50,C
34,A
38,B
12,G
58,E
42,F
107,I
116,H
26,C
90,A
7,B
10,D
77,G
61,E
8,F
81,I
17,H
43,A
46,D
112,G
64,E
78,F
111,I
69,H
99,A
95,B
85,D
113,G
118,E
62,F
14,I
68,H
104,A
11,B
82,D
18,G
47,E
106,F
117,I
88,H
29,C
37,A
34,B
1,D
20,G
115,E
114,F
93,I
5,H
74,C
2,A
26,B
90,D
54,G
6,E
98,F
32,I
105,H
86,C
38,A
61,B
79,G
42,E
21,F
16,I
24,H
110,C
43,B
118,D
89,G
40,E
45,F
27,I
33,H
48,C
95,A
47,B
12,D
116,G
78,E
49,F
30,I
9,H
62,C
73,A
31,B
1,G
69,E
57,F
70,I
58,H
34,C
11,A
29,B
104,D
23,G
85,E
50,F
35,I
53,H
63,C
67,B
37,D
90,G
7,E
64,F
52,I
100,H
98,C
26,A
74,B
2,D
59,G
114,E
81,F
66,I
41,H
61,C
110,B
6,D
105,E
15,F
17,I
97,H
21,C
47,A
62,B
76,D
24,G
43,E
86,F
102,I
77,H
45,C
109,A
69,B
42,D
56,G
31,E
111,F
68,I
115,H
3,A
98,B
44,D
33,E
40,F
8,I
113,H
49,C
12,A
78,D
67,E
48,F
88,I
89,H
57,C
39,A
38,D
104,G
15,E
117,F
5,I
7,H
84,C
29,A
105,B
20,D
37,G
51,F
106,I
43,H
81,C
75,A
21,B
73,D
2,G
97,E
85,F
50,I
1,H
99,C
74,A
13,D
6,G
34,F
9,I
72,H
111,C
110,A
33,B
114,D
42,G
76,E
93,F
65,I
31,H
0,A
49,B
109,D
78,G
87,F
101,I
67,H
36,A
57,B
79,D
100,G
51,E
16,F
53,I
4,H
117,C
62,A
3,D
92,G
44,E
63,F
18,I
83,H
94,A
15,D
38,G
52,F
86,I
23,H
85,C
98,A
97,B
39,D
95,G
13,E
17,F
41,I
108,H
21,A
29,D
14,G
87,E
84,F
77,I
59,H
93,C
20,A
80,D
73,G
88,F
48,I
104,H
49,A
0,B
112,D
114,G
83,E
5,F
60,I
119,H
79,A
36,B
24,D
115,G
99,F
34,I
37,H
57,A
85,B
51,D
7,G
9,F
96,I
2,H
16,C
22,A
94,B
56,D
72,G
76,F
113,I
38,H
97,C
45,B
100,D
109,G
65,F
19,I
25,H
52,C
20,B
75,D
26,G
119,E
44,F
55,I
95,H
32,C
83,B
92,D
3,G
101,F
89,I
27,H
17,C
79,B
87,D
15,G
80,E
13,F
91,I
73,H
88,C
93,B
14,D
43,G
94,E
53,F
1,I
30,H
0,C
85,A
81,B
115,D
4,G
112,E
18,F
23,I
70,H
5,C
24,A
22,B
116,D
39,G
45,E
41,F
59,I
109,H
36,C
111,A
103,B
7,D
108,G
25,E
77,F
104,I
66,H
9,C
83,A
119,B
74,D
29,G
100,E
113,F
37,I
26,H
65,C
58,A
32,B
43,D
51,G
79,E
89,F
2,I
102,H
20,C
56,A
117,B
110,D
50,G
1,F
38,I
3,H
101,C
93,A
17,B
111,D
62,G
81,E
80,F
63,I
8,H
12,C
92,A
27,G
22,E
23,F
95,I
94,H
13,C
14,A
24,B
49,D
75,G
103,E
112,F
73,I
39,H
68,C
115,A
25,B
30,G
116,E
59,F
109,I
106,H
53,C
119,A
58,B
98,G
37,F
84,I
11,H
71,C
7,A
65,B
50,D
87,G
100,F
26,I
45,H
18,C
43,A
101,B
27,D
74,G
117,E
20,F
3,I
79,H
32,A
56,B
70,G
95,F
99,I
60,H
41,C
17,A
92,B
66,G
49,E
12,F
28,I
47,H
107,C
13,B
102,G
58,E
71,F
44,I
62,H
77,C
14,B
21,G
11,E
73,F
64,I
81,H
24,C
68,B
86,G
116,F
39,I
34,H
113,C
50,A
115,B
4,D
110,G
109,F
45,I
22,H
25,C
65,A
53,B
85,D
8,G
47,E
107,F
80,I
75,H
35,C
27,A
9,B
32,D
106,G
26,F
40,I
103,H
89,C
101,A
7,B
48,G
3,F
20,I
96,H
56,C
13,A
31,B
86,D
60,G
49,F
12,I
98,H
1,C
16,A
11,B
111,G
115,E
39,F
62,I
74,H
23,C
72,A
67,B
65,D
34,G
35,F
71,I
117,H
59,C
52,A
43,B
79,G
9,E
45,F
81,I
19,H
92,C
68,A
18,B
101,D
57,G
