crossroad,amount
A,14.0
A,15.0
D,21.0
G,9.1
H,9.1
I,13.5
I,14.4
C,6.5
C,8.5
C,10.0
B,13.799999999999999
B,19.599999999999998
B,20.299999999999997
B,21.0
A,3.3000000000000003
D,26.4
D,31.799999999999997
G,51.8
H,1.4000000000000001
H,0.0
I,0.8
C,5.0
B,6.3
A,5.0
D,8.4
G,4.5
H,10.5
H,10.5
H,11.899999999999999
I,3.6
I,4.0
I,6.6
C,5.4
C,17.5
B,30.099999999999998
A,28.0
D,9.6
D,13.2
G,13.299999999999999
H,4.8999999999999995
I,1.2000000000000002
C,4.0
C,5.5
C,9.5
C,11.5
C,10.4
C,16.5
C,18.0
C,19.5
C,21.0
C,23.0
C,24.5
B,51.099999999999994
B,58.099999999999994
A,8.0
A,14.4
D,15.200000000000001
D,14.399999999999999
D,23.200000000000003
G,18.2
G,17.5
H,9.799999999999999
H,10.5
H,12.6
H,17.5
I,20.7
C,13.0
C,16.5
C,22.5
C,28.0
C,24.5
C,29.0
C,31.0
B,11.2
A,8.0
A,8.5
D,10.799999999999999
G,12.6
H,4.199999999999999
H,2.0999999999999996
I,2.7
I,13.5
C,7.0
B,1.5
B,11.899999999999999
A,11.4
D,10.2
D,10.799999999999999
G,11.899999999999999
H,8.399999999999999
I,12.6
C,7.0
C,10.2
C,10.5
C,12.5
C,13.0
C,13.0
C,14.0
C,14.0
C,14.5
C,15.0
C,15.5
B,23.799999999999997
A,21.599999999999998
D,21.0
G,23.099999999999998
H,6.0
I,27.900000000000002
C,7.0
C,7.0
C,8.0
C,8.5
C,9.0
C,9.5
C,9.5
B,14.7
A,16.8
D,8.4
D,10.799999999999999
G,9.799999999999999
H,7.0
H,8.399999999999999
H,3.9
H,11.899999999999999
H,14.7
H,17.5
I,28.8
C,8.0
C,10.0
B,6.3
B,17.5
A,13.5
A,15.5
D,22.2
D,25.2
G,30.599999999999998
H,10.5
I,8.0
I,14.4
C,8.5
B,13.299999999999999
A,10.5
A,11.5
A,12.0
D,16.2
D,16.8
G,14.7
H,10.5
H,11.2
H,1.6
H,11.2
H,11.2
H,11.899999999999999
H,12.6
I,3.8000000000000003
I,4.0
C,12.0
C,14.5
B,23.799999999999997
A,24.0
D,39.199999999999996
G,11.2
H,10.5
H,4.5
H,11.2
I,3.4000000000000004
C,10.5
C,14.5
B,25.2
A,28.2
A,43.8
D,9.6
G,11.2
H,9.1
H,9.1
I,7.199999999999999
I,12.6
I,25.2
C,13.5
B,28.0
B,46.9
A,9.0
D,8.4
D,7.8
G,6.3
H,1.5
I,0.6000000000000001
I,3.0
C,25.2
B,11.2
A,10.2
D,6.6
D,1.1
D,8.4
D,9.0
D,9.6
D,0.0
D,13.799999999999999
G,16.099999999999998
H,12.6
I,4.800000000000001
I,7.0
C,2.8000000000000003
C,14.4
C,18.0
B,13.299999999999999
A,12.0
A,15.0
D,20.0
D,15.6
G,11.2
G,6.5
G,8.399999999999999
G,9.1
G,8.399999999999999
G,7.699999999999999
H,2.4
I,1.2000000000000002
I,3.2
I,4.0
C,12.6
B,9.799999999999999
A,9.0
A,11.4
D,10.2
D,12.6
G,13.299999999999999
H,7.699999999999999
H,9.799999999999999
I,3.2
C,12.6
B,9.799999999999999
B,9.799999999999999
B,10.5
B,11.2
A,10.2
D,11.4
G,13.299999999999999
G,12.6
H,7.0
H,9.1
H,11.2
H,10.5
H,11.2
H,16.799999999999997
I,6.0
C,14.4
C,16.2
B,9.799999999999999
A,8.4
D,9.0
D,12.0
G,14.7
H,7.8
I,7.0
C,14.4
C,19.8
B,14.7
B,10.0
B,18.9
B,18.9
B,19.599999999999998
B,21.0
B,23.799999999999997
A,22.2
D,27.0
G,44.099999999999994
H,7.8
H,14.0
I,2.6
C,13.5
B,9.1
B,9.1
B,11.2
B,1.9000000000000001
B,16.799999999999997
A,16.8
D,28.0
G,11.2
G,5.3999999999999995
G,12.6
H,10.799999999999999
H,15.200000000000001
H,15.200000000000001
H,11.4
H,11.4
H,12.6
H,13.2
H,14.399999999999999
I,5.2
I,6.0
C,35.1
B,28.0
A,31.799999999999997
D,9.6
D,12.6
G,16.099999999999998
H,6.6
I,2.4000000000000004
I,4.0
I,5.6000000000000005
C,35.1
B,29.4
A,9.6
A,10.2
D,11.4
G,10.5
H,7.199999999999999
H,8.4
H,3.6
H,12.0
I,4.0
I,3.8000000000000003
I,3.4000000000000004
I,3.0
I,3.0
I,2.6
I,2.6
I,2.6
I,2.6
I,2.4000000000000004
I,2.2
C,18.0
B,11.2
B,11.899999999999999
B,13.299999999999999
B,15.399999999999999
B,16.099999999999998
A,14.399999999999999
D,15.6
G,21.0
H,15.0
H,0.0
H,15.6
H,15.0
H,16.8
H,2.8000000000000003
H,18.599999999999998
I,8.8
C,7.0
B,10.5
A,9.6
A,9.6
D,10.2
G,5.6
G,9.0
G,5.6
G,6.3
H,0.0
H,4.2
I,1.8
C,12.6
B,9.799999999999999
A,9.0
D,10.2
G,13.299999999999999
H,5.3999999999999995
I,1.8
I,3.8000000000000003
I,4.800000000000001
I,4.800000000000001
C,12.6
B,9.799999999999999
B,11.2
B,11.899999999999999
B,13.299999999999999
B,14.0
A,13.2
A,4.2
A,13.2
A,13.799999999999999
A,13.2
A,13.2
D,14.399999999999999
G,17.5
H,7.199999999999999
I,2.6
I,4.800000000000001
I,6.4
I,7.2
I,9.600000000000001
C,14.4
B,11.899999999999999
B,11.899999999999999
B,18.9
B,19.599999999999998
B,20.299999999999997
A,18.599999999999998
D,21.0
G,30.099999999999998
G,33.599999999999994
H,2.5
I,3.2
C,16.2
B,10.799999999999999
A,12.6
D,15.0
G,16.099999999999998
H,7.199999999999999
H,10.2
H,12.0
I,4.0
I,4.4
I,5.0
C,27.0
B,22.4
B,24.5
A,28.0
D,31.799999999999997
G,11.2
H,3.5999999999999996
I,1.4000000000000001
C,8.1
C,10.4
B,9.799999999999999
A,10.799999999999999
D,16.0
G,11.2
H,4.8
H,3.3
H,7.8
H,9.6
I,3.6
C,22.5
B,18.9
B,21.0
A,9.6
D,10.799999999999999
D,7.5
D,15.6
D,16.8
D,18.599999999999998
G,23.799999999999997
H,18.599999999999998
I,5.800000000000001
I,6.6000000000000005
C,48.6
C,59.4
B,4.5
B,11.2
A,8.4
D,5.3999999999999995
G,4.8999999999999995
G,6.3
H,4.2
H,5.3999999999999995
I,2.2
C,12.6
C,13.5
C,13.5
C,14.4
C,15.3
C,18.0
C,18.900000000000002
C,18.900000000000002
C,22.0
C,19.8
B,16.099999999999998
A,14.399999999999999
A,8.1
A,18.599999999999998
D,19.2
D,21.599999999999998
D,21.599999999999998
G,28.0
H,19.2
I,7.800000000000001
C,12.6
C,12.6
C,13.5
C,13.5
C,13.5
B,8.399999999999999
B,9.1
B,8.399999999999999
B,7.699999999999999
A,6.6
D,6.6
D,8.4
G,14.0
H,8.4
I,3.0
I,11.899999999999999
C,12.6
C,12.6
C,13.5
B,10.5
B,13.299999999999999
A,11.4
D,9.6
G,10.5
H,3.5
I,1.4000000000000001
I,5.2
C,14.4
C,17.1
C,18.900000000000002
C,4.2
C,19.8
C,21.6
C,23.400000000000002
C,25.2
B,19.599999999999998
B,23.799999999999997
A,22.2
D,25.2
G,35.0
H,32.4
I,3.2
I,3.0
I,3.0
C,2.7
C,4.5
C,6.3
C,7.2
C,8.1
C,9.9
C,14.4
B,11.2
A,7.199999999999999
A,7.199999999999999
D,8.4
G,11.2
G,9.799999999999999
G,9.1
G,7.699999999999999
G,8.399999999999999
G,11.2
H,7.8
H,9.0
I,3.0
I,3.6
I,4.2
C,20.7
C,23.400000000000002
C,26.1
C,9.9
C,36.0
B,29.4
A,28.799999999999997
D,26.400000000000002
G,0.0
G,2.4000000000000004
H,6.0
H,6.0
H,4.0
H,2.6999999999999997
H,5.3999999999999995
H,4.8
H,4.8
I,1.8
I,2.6
C,13.5
C,15.3
C,19.8
C,8.8
C,21.6
C,2.2
C,20.7
B,16.799999999999997
A,0.0
D,9.6
G,6.3
G,5.6
G,4.8999999999999995
H,0.6000000000000001
H,6.0
I,2.4000000000000004
C,15.3
B,12.6
A,9.6
D,10.799999999999999
G,13.299999999999999
H,2.4000000000000004
I,3.0
I,3.8000000000000003
C,31.5
C,4.9
C,51.300000000000004
B,11.2
A,10.2
D,11.4
D,13.2
G,12.6
H,10.2
H,9.0
H,7.199999999999999
H,7.8
H,7.8
H,7.8
H,6.6
H,7.199999999999999
H,6.0
H,5.3999999999999995
I,2.6
C,11.700000000000001
C,11.700000000000001
B,9.1
B,9.799999999999999
A,9.0
A,10.2
D,10.799999999999999
D,12.6
G,14.0
H,6.0
H,5.3999999999999995
I,1.8
I,3.0
C,12.6
B,9.1
B,11.2
A,5.1
D,12.0
G,16.099999999999998
H,10.2
H,10.2
H,12.6
H,13.2
H,13.799999999999999
I,6.4
I,8.4
I,11.600000000000001
I,14.0
C,12.6
C,13.5
B,11.2
B,13.299999999999999
A,10.799999999999999
A,10.799999999999999
D,12.0
G,16.099999999999998
G,16.799999999999997
H,5.3999999999999995
H,5.3999999999999995
I,2.0
C,14.4
B,11.899999999999999
A,10.799999999999999
D,12.0
G,9.1
G,8.399999999999999
G,7.699999999999999
G,5.6
G,6.3
G,5.6
H,5.3999999999999995
I,3.2
C,16.2
B,13.299999999999999
A,12.6
D,15.0
G,22.4
G,23.799999999999997
H,6.6
H,7.199999999999999
I,2.6
I,3.0
C,11.4
C,22.5
B,18.2
A,17.4
D,24.599999999999998
G,9.799999999999999
G,9.799999999999999
H,5.3999999999999995
H,5.3999999999999995
I,1.8
I,3.0
C,6.3
C,9.9
C,8.399999999999999
C,15.3
C,17.1
B,11.2
B,15.399999999999999
A,12.0
D,9.6
G,11.2
H,9.0
H,8.4
I,3.2
I,5.2
C,7.2
C,30.6
C,34.2
B,29.4
A,6.4
D,10.799999999999999
G,11.899999999999999
H,6.0
I,2.2
I,3.6
C,0.0
C,27.0
C,26.1
C,30.400000000000002
C,39.6
C,48.6
B,11.2
A,10.2
D,12.6
G,11.899999999999999
G,12.6
G,13.299999999999999
G,8.4
G,15.399999999999999
H,10.799999999999999
H,11.4
H,13.799999999999999
H,15.0
I,6.800000000000001
I,12.4
C,12.6
C,15.3
B,11.899999999999999
B,16.099999999999998
A,14.399999999999999
D,16.2
G,18.2
G,16.799999999999997
G,16.799999999999997
H,5.2
I,3.2
C,0.4
C,2.7
C,3.6
B,2.0999999999999996
B,3.5
A,3.0
D,2.4
D,3.0
D,4.2
G,2.8
H,2.4
I,1.2000000000000002
C,12.6
C,13.5
C,14.4
C,1.7000000000000002
C,16.2
B,12.6
A,11.4
D,12.6
G,14.0
G,14.0
G,13.299999999999999
H,6.6
I,3.0
C,11.700000000000001
C,11.700000000000001
C,12.6
B,9.799999999999999
A,9.0
A,12.6
D,11.4
D,14.399999999999999
D,16.2
D,18.0
D,22.8
D,9.8
D,31.799999999999997
D,35.4
D,20.099999999999998
D,42.6
G,59.49999999999999
H,58.8
I,3.2
I,3.4000000000000004
I,3.6
I,3.8000000000000003
C,19.8
B,14.7
A,13.799999999999999
D,15.6
D,18.599999999999998
D,17.4
D,0.0
D,22.2
G,26.599999999999998
H,6.0
I,2.0
C,1.8
C,4.5
C,4.5
C,9.0
C,8.1
C,4.5
C,4.5
C,4.5
C,4.5
B,3.5
A,3.0
A,4.2
A,4.8
A,6.0
D,5.3999999999999995
G,7.5
G,12.6
H,9.6
H,11.4
I,3.8000000000000003
C,19.8
B,13.299999999999999
B,24.5
A,25.8
A,37.199999999999996
D,9.0
D,11.4
D,13.2
G,13.299999999999999
G,12.6
H,9.0
H,9.0
H,8.4
H,8.4
H,9.0
H,9.6
H,9.6
H,10.2
H,10.799999999999999
H,2.0
H,13.2
H,13.799999999999999
I,5.2
I,6.800000000000001
C,43.2
B,36.4
A,3.2
A,10.799999999999999
A,10.2
A,10.2
D,9.6
G,11.899999999999999
H,9.0
I,3.0
I,3.6
I,4.0
I,6.0
C,21.6
C,63.0
B,11.2
B,11.2
A,10.2
D,10.799999999999999
G,13.299999999999999
H,2.4
I,1.2000000000000002
I,2.6
I,9.5
C,12.6
B,9.1
B,9.799999999999999
A,9.0
D,9.6
D,12.6
D,15.6
D,19.8
G,25.9
G,27.299999999999997
H,13.2
H,12.6
I,21.0
C,12.6
B,9.799999999999999
A,9.0
D,10.2
G,10.2
G,13.299999999999999
G,11.899999999999999
G,11.2
H,9.0
H,8.4
H,6.6
H,3.3
H,9.6
H,7.5
H,8.4
H,9.6
H,9.0
I,4.4
C,12.6
B,9.799999999999999
A,12.6
D,8.4
D,7.8
G,8.399999999999999
G,13.0
H,4.2
H,6.0
H,8.4
H,8.4
H,8.4
H,9.6
H,9.6
H,11.4
I,5.0
I,9.600000000000001
C,14.4
C,17.1
C,17.1
C,18.0
B,14.7
A,13.799999999999999
D,15.6
G,18.2
G,22.0
H,5.3999999999999995
I,3.2
I,3.4000000000000004
I,4.0
I,4.2
C,21.6
B,16.099999999999998
B,20.299999999999997
A,19.2
D,22.8
D,24.599999999999998
D,26.4
D,28.2
D,30.599999999999998
G,50.4
H,3.0
H,1.6
I,0.8
C,4.5
C,10.8
C,14.4
B,11.2
A,11.4
D,15.6
G,11.2
H,1.7999999999999998
I,0.8
C,4.5
C,7.2
C,12.6
C,12.6
C,13.5
C,14.4
C,18.900000000000002
C,23.400000000000002
B,18.9
A,21.599999999999998
D,9.6
G,10.5
G,10.5
G,11.2
G,11.899999999999999
H,7.8
H,9.0
I,3.4000000000000004
I,4.800000000000001
C,29.7
B,25.9
A,9.6
D,0.0
D,10.5
D,13.799999999999999
D,16.2
D,19.2
G,24.5
H,22.2
I,8.6
I,24.0
I,11.8
I,13.200000000000001
C,0.0
C,126.0
B,9.799999999999999
A,7.8
A,8.4
A,9.6
A,9.0
D,12.0
G,10.5
H,0.9
H,7.199999999999999
H,12.6
I,4.0
I,5.800000000000001
C,14.0
C,12.6
B,9.799999999999999
A,9.0
D,5.1
D,10.799999999999999
G,6.5
H,4.2
H,6.0
I,2.0
I,3.2
C,9.0
C,8.1
C,9.0
C,9.0
C,9.0
C,9.9
C,10.8
C,11.700000000000001
C,11.700000000000001
C,11.700000000000001
C,11.700000000000001
C,10.8
C,11.700000000000001
C,2.6
C,10.8
C,11.700000000000001
C,12.6
C,11.700000000000001
C,11.700000000000001
C,12.6
C,12.6
C,13.5
C,14.4
C,13.5
C,14.4
C,14.4
B,9.1
B,11.2
B,14.7
A,12.6
D,13.799999999999999
G,15.399999999999999
H,9.6
I,10.4
C,7.0
C,13.5
B,12.0
B,13.299999999999999
A,11.4
A,11.4
A,12.0
D,10.799999999999999
D,0.0
D,10.799999999999999
D,11.4
D,12.6
G,15.399999999999999
G,16.799999999999997
G,17.5
H,15.0
I,0.0
I,6.0
C,13.5
C,16.2
B,12.6
B,14.7
A,13.2
D,13.2
G,16.799999999999997
H,5.3999999999999995
H,11.4
I,3.2
I,3.8000000000000003
I,4.6000000000000005
I,5.2
C,27.0
C,27.0
C,27.0
B,21.7
A,20.4
D,24.0
G,23.799999999999997
H,5.3999999999999995
H,5.3999999999999995
I,2.0
I,2.4000000000000004
I,3.2
I,4.4
C,21.6
B,17.5
B,23.099999999999998
B,19.5
B,31.499999999999996
A,31.2
D,43.199999999999996
G,10.5
G,10.5
H,7.8
H,11.200000000000001
I,2.8000000000000003
C,12.6
C,11.700000000000001
C,10.8
C,9.9
C,9.9
C,9.9
C,11.700000000000001
C,10.8
C,10.8
C,12.6
C,11.700000000000001
C,10.8
C,10.8
C,11.700000000000001
C,12.6
C,14.4
C,15.3
C,18.900000000000002
C,20.7
C,22.5
C,24.3
B,20.299999999999997
A,29.6
D,6.0
D,6.6
D,7.8
G,5.6
H,3.5999999999999996
H,4.2
H,4.2
H,4.8
H,4.8
H,5.3999999999999995
H,5.3999999999999995
H,6.0
H,6.6
H,7.199999999999999
I,2.6
I,4.2
I,5.2
I,6.6000000000000005
C,0.0
C,33.6
B,52.5
A,9.0
D,10.2
G,9.799999999999999
H,4.2
H,4.8
H,4.2
I,1.6
I,3.6
C,29.7
B,10.5
B,14.0
A,6.6
D,15.6
D,16.8
G,18.9
H,7.8
I,2.2
I,5.2
I,8.0
I,10.4
I,12.200000000000001
C,8.4
B,9.799999999999999
A,8.4
D,9.0
D,9.0
D,9.6
D,9.6
D,10.2
G,9.1
H,2.4
I,1.2000000000000002
C,8.4
B,10.5
B,13.299999999999999
A,12.0
D,13.2
G,16.799999999999997
H,13.799999999999999
H,13.2
H,11.4
H,12.0
H,13.600000000000001
H,8.4
H,7.199999999999999
H,0.7000000000000001
H,3.5999999999999996
H,3.0
I,2.4
I,0.8
I,2.4000000000000004
I,3.8000000000000003
C,8.4
C,9.6
C,11.2
C,9.6
C,10.2
B,12.6
A,12.0
D,4.4
G,17.5
H,7.199999999999999
I,3.0
I,4.6000000000000005
I,4.6000000000000005
I,7.0
C,9.6
B,12.6
B,14.7
B,0.0
B,16.099999999999998
B,17.5
B,18.9
A,17.4
D,19.8
D,23.4
G,32.199999999999996
H,36.0
I,2.8000000000000003
I,5.6000000000000005
C,9.6
B,11.2
A,10.799999999999999
D,11.4
D,12.6
D,13.2
G,21.0
H,4.2
H,4.8
H,5.3999999999999995
I,2.0
I,7.5
I,3.6
I,4.4
I,5.2
C,19.2
B,21.7
B,23.099999999999998
A,22.8
D,0.0
D,27.5
G,11.2
H,9.6
H,10.2
H,10.2
H,10.2
H,10.2
H,10.799999999999999
I,13.600000000000001
I,3.4000000000000004
I,3.8000000000000003
I,3.4000000000000004
C,13.2
C,12.0
C,13.2
C,14.399999999999999
C,15.6
B,18.2
A,20.4
D,9.6
G,12.6
H,13.299999999999999
H,11.4
I,4.2
C,18.0
C,19.8
B,11.899999999999999
A,7.199999999999999
D,7.8
G,9.799999999999999
G,9.799999999999999
H,8.4
H,10.2
I,3.2
I,4.0
I,3.8000000000000003
C,16.0
C,18.0
C,0.0
C,22.0
C,23.5
C,25.5
C,30.0
C,30.5
B,9.1
B,9.799999999999999
B,9.1
B,9.799999999999999
B,10.5
B,11.899999999999999
B,13.299999999999999
A,11.4
D,12.0
D,14.399999999999999
G,16.099999999999998
G,16.799999999999997
G,16.799999999999997
G,16.799999999999997
G,16.799999999999997
G,17.5
G,18.9
H,10.2
H,10.799999999999999
I,5.0
C,7.0
C,7.5
C,8.5
B,11.899999999999999
A,11.4
A,19.0
A,11.4
D,12.6
D,16.2
G,13.299999999999999
G,14.0
G,14.7
H,4.2
H,6.6
I,3.0
C,7.0
C,8.0
C,8.5
C,8.0
C,15.200000000000001
C,10.5
C,11.0
B,16.799999999999997
A,15.0
D,16.8
G,3.2
H,9.6
I,3.8000000000000003
I,8.0
C,7.0
C,8.0
C,8.5
C,8.0
C,8.0
C,8.0
C,8.5
C,8.5
C,8.5
C,9.0
C,9.0
C,9.0
C,9.0
C,9.0
C,9.0
C,9.5
C,9.5
C,10.0
C,10.0
C,10.0
C,12.6
C,11.0
C,6.6
C,11.5
C,12.0
C,12.0
C,12.5
C,12.5
C,13.5
C,14.0
B,21.0
A,19.2
D,18.599999999999998
G,22.4
H,14.399999999999999
I,5.6000000000000005
C,8.0
C,9.5
C,10.0
B,15.399999999999999
B,16.799999999999997
B,19.599999999999998
B,21.7
A,20.4
D,30.400000000000002
G,6.800000000000001
G,22.4
H,5.3999999999999995
H,7.8
I,3.2
C,9.5
C,9.0
C,8.5
C,8.5
C,8.5
C,9.5
C,10.0
C,10.5
C,11.0
B,17.5
A,18.9
D,11.4
G,16.099999999999998
H,6.0
I,2.0
I,2.2
I,2.4000000000000004
C,8.4
C,9.0
C,13.799999999999999
C,12.0
B,16.099999999999998
A,15.6
D,16.8
G,10.5
G,11.2
G,11.899999999999999
G,11.899999999999999
H,9.6
H,9.0
I,3.4000000000000004
I,4.4
C,16.8
C,22.8
C,22.2
C,21.599999999999998
C,21.599999999999998
C,21.599999999999998
C,22.8
C,25.2
B,35.0
B,42.699999999999996
B,46.9
B,51.8
A,57.599999999999994
D,9.6
G,11.2
H,6.6
H,5.3999999999999995
I,2.0
C,8.4
C,6.6
C,4.2
C,0.6
C,1.2
C,1.6
C,1.7999999999999998
C,0.6
C,0.6
C,0.6
C,0.6
C,0.6
C,2.4
C,2.4
C,2.0
C,0.0
C,0.0
C,0.5
C,0.5
C,0.0
C,0.0
C,0.0
C,1.0
C,1.0
C,1.0
C,1.0
C,2.5
C,3.5
C,3.5
C,4.5
C,6.5
B,13.299999999999999
A,9.6
D,10.799999999999999
G,13.299999999999999
G,15.399999999999999
H,7.8
I,3.2
C,17.4
C,22.2
B,8.399999999999999
B,9.799999999999999
A,8.4
D,9.6
G,12.6
H,10.2
I,4.2
C,5.6000000000000005
B,10.5
A,9.799999999999999
A,9.6
D,9.0
D,13.799999999999999
G,0.0
H,10.2
H,9.6
H,15.6
H,20.7
I,5.0
C,8.4
B,10.5
A,9.6
A,10.2
A,11.4
A,12.6
D,13.799999999999999
D,16.2
G,9.600000000000001
G,16.099999999999998
H,7.8
I,2.8000000000000003
C,11.200000000000001
C,8.4
C,9.6
C,11.4
C,10.0
C,13.2
C,13.2
C,13.2
C,13.799999999999999
C,13.799999999999999
C,15.0
C,15.0
C,15.6
B,19.599999999999998
A,16.8
A,16.2
A,16.2
A,15.6
A,16.2
D,27.0
G,24.3
H,7.8
H,10.8
H,7.199999999999999
H,7.8
H,10.799999999999999
H,18.900000000000002
H,15.6
H,22.2
I,10.4
I,15.200000000000001
C,9.6
C,11.2
C,9.6
C,6.4
C,10.799999999999999
C,10.799999999999999
C,11.4
C,12.6
C,12.6
C,13.799999999999999
C,13.799999999999999
B,14.7
A,12.6
D,13.2
D,15.0
D,15.0
D,15.6
G,22.4
H,5.3999999999999995
I,3.0
C,10.799999999999999
C,0.0
C,13.2
C,15.0
C,16.2
C,16.8
C,19.2
C,22.2
C,22.8
B,23.799999999999997
B,28.0
A,26.4
D,31.2
G,51.099999999999994
H,5.3999999999999995
I,2.0
C,7.199999999999999
C,12.0
C,16.2
B,21.7
A,21.0
D,30.0
G,10.5
H,6.0
I,1.4000000000000001
C,5.3999999999999995
B,5.6
B,11.2
B,23.099999999999998
A,25.2
D,9.6
D,10.799999999999999
D,10.2
D,12.0
D,16.8
G,15.399999999999999
H,11.4
I,4.4
C,18.0
B,30.099999999999998
A,9.6
D,14.4
G,11.2
G,11.899999999999999
H,8.4
I,2.8000000000000003
C,15.6
C,16.2
C,19.8
C,22.2
C,23.4
C,26.4
C,26.4
C,25.2
B,10.5
A,9.6
D,10.799999999999999
D,12.6
D,13.799999999999999
G,18.2
G,19.599999999999998
H,7.199999999999999
I,3.2
I,7.800000000000001
C,8.4
B,9.799999999999999
A,7.8
A,9.6
D,9.6
G,11.899999999999999
G,11.899999999999999
H,11.899999999999999
H,10.799999999999999
I,20.0
C,8.4
B,9.1
A,7.8
D,9.0
G,11.899999999999999
G,12.6
H,9.0
H,8.4
I,1.8
C,8.4
C,9.0
C,10.799999999999999
B,11.899999999999999
B,12.0
B,14.7
A,13.2
A,13.799999999999999
D,15.0
G,20.299999999999997
G,18.9
G,18.2
G,18.2
G,18.9
G,18.2
G,16.2
H,7.199999999999999
I,1.8
I,7.2
C,12.8
B,11.2
A,10.2
A,12.0
D,13.799999999999999
G,8.4
G,26.400000000000002
H,19.8
I,3.2
I,4.2
C,14.399999999999999
C,16.2
C,18.599999999999998
B,5.4
B,25.2
A,15.6
D,18.599999999999998
D,22.8
G,37.099999999999994
H,6.6
H,7.8
H,8.4
H,8.4
H,9.0
I,3.2
I,4.2
I,4.800000000000001
I,4.2
I,4.2
C,15.0
C,16.8
C,18.0
C,19.8
B,25.9
A,25.8
D,36.0
G,9.799999999999999
G,9.799999999999999
G,9.799999999999999
G,9.799999999999999
H,4.800000000000001
H,6.6
I,2.0
I,2.4000000000000004
I,2.8000000000000003
C,10.799999999999999
C,2.4000000000000004
C,16.8
C,19.2
C,22.2
B,28.7
B,34.4
B,39.199999999999996
B,41.3
A,45.6
D,3.2
G,13.299999999999999
H,3.5999999999999996
H,4.8
I,0.6000000000000001
I,1.2000000000000002
I,1.8
C,7.8
C,6.6
C,9.6
B,16.099999999999998
A,9.6
D,10.799999999999999
G,13.299999999999999
H,12.6
H,14.399999999999999
I,5.6000000000000005
I,7.2
C,38.4
B,11.2
B,14.0
A,13.2
D,14.399999999999999
G,9.799999999999999
G,11.2
G,11.899999999999999
H,8.4
H,7.199999999999999
I,3.0
I,6.4
I,13.0
C,8.4
B,9.799999999999999
B,3.2
