id,count,mean,std,min,25%,50%,75%,max
0,45.0,6.733333333333333,18.235081075174353,0.0,0.0,0.0,7.0,114.0
1,60.0,4.583333333333333,15.13811181681953,0.0,0.0,0.0,1.75,107.0
2,57.0,11.578947368421053,21.450064409178232,0.0,0.0,7.0,14.0,121.0
3,59.0,12.610169491525424,30.242706130713707,0.0,0.0,7.0,14.0,210.0
4,51.0,17.88235294117647,24.58914155380259,0.0,7.0,7.0,21.0,121.0
5,60.0,10.416666666666666,17.703099093495588,0.0,0.0,7.0,14.0,114.0
6,41.0,5.853658536585366,15.939825870456923,0.0,0.0,0.0,7.0,100.0
7,74.0,12.797297297297296,19.736607895620566,0.0,0.0,7.0,21.0,107.0
8,63.0,14.698412698412698,23.86429031583688,0.0,0.0,7.0,21.0,128.0
9,73.0,9.616438356164384,17.146938613209503,0.0,0.0,7.0,14.0,121.0
10,37.0,13.297297297297296,20.95347341249293,0.0,0.0,7.0,21.0,100.0
11,47.0,3.617021276595745,15.791512843639834,0.0,0.0,0.0,0.0,107.0
12,46.0,21.043478260869566,26.2407287515158,0.0,7.0,14.0,28.0,133.0
13,61.0,6.229508196721311,15.398477676513947,0.0,0.0,0.0,7.0,107.0
14,58.0,11.741379310344827,19.77820911910031,0.0,0.0,7.0,14.0,114.0
15,40.0,3.725,16.61631496683074,0.0,0.0,0.0,0.0,100.0
16,57.0,8.631578947368421,20.186303329368236,0.0,0.0,0.0,7.0,128.0
17,63.0,9.476190476190476,16.54110924124726,0.0,0.0,7.0,14.0,107.0
18,64.0,11.40625,20.572534279146716,0.0,0.0,7.0,14.0,112.0
19,56.0,10.910714285714286,19.90548283145241,0.0,0.0,7.0,14.0,121.0
20,57.0,9.982456140350877,18.43278448470684,0.0,0.0,7.0,7.0,114.0
21,64.0,11.40625,19.19798166474799,0.0,0.0,7.0,14.0,121.0
22,49.0,8.612244897959183,20.269863022200607,0.0,0.0,0.0,7.0,107.0
23,64.0,7.46875,16.14022752145844,0.0,0.0,3.5,7.0,121.0
24,55.0,9.327272727272728,18.921920019888503,0.0,0.0,0.0,7.0,114.0
25,44.0,10.545454545454545,19.689986293893142,0.0,0.0,3.5,14.0,100.0
26,66.0,12.651515151515152,24.48829700033651,0.0,0.0,7.0,14.0,154.0
27,63.0,16.03174603174603,22.124259239626575,0.0,7.0,7.0,17.5,121.0
28,60.0,8.316666666666666,17.693713972038033,0.0,0.0,0.0,14.0,107.0
29,63.0,10.80952380952381,21.112492206959843,0.0,0.0,0.0,10.5,114.0
30,47.0,16.127659574468087,22.99302070031403,0.0,0.0,7.0,21.0,121.0
31,41.0,8.414634146341463,17.840929922170677,0.0,0.0,0.0,7.0,100.0
32,56.0,8.160714285714286,17.407184290834202,0.0,0.0,0.0,7.0,114.0
33,31.0,7.516129032258065,20.364791459349536,0.0,0.0,0.0,3.5,107.0
34,61.0,15.295081967213115,28.089348077337718,0.0,0.0,7.0,14.0,175.0
35,30.0,9.633333333333333,23.8565878031456,0.0,0.0,3.5,7.0,107.0
36,43.0,10.953488372093023,22.205697990736834,0.0,0.0,7.0,14.0,135.0
37,60.0,6.683333333333334,20.519103679722686,0.0,0.0,0.0,7.0,156.0
38,57.0,12.31578947368421,24.267966757153676,0.0,0.0,7.0,14.0,142.0
39,58.0,17.051724137931036,41.63054816880082,0.0,0.0,7.0,14.0,301.0
40,45.0,15.911111111111111,32.02614146870861,0.0,0.0,7.0,14.0,142.0
41,60.0,10.766666666666667,22.8505584745509,0.0,0.0,3.5,14.0,156.0
42,41.0,10.292682926829269,22.675144875434672,0.0,0.0,7.0,7.0,128.0
43,71.0,15.112676056338028,22.84078388433077,0.0,0.0,7.0,21.0,163.0
44,59.0,8.338983050847459,22.9772077243962,0.0,0.0,0.0,7.0,156.0
45,70.0,8.428571428571429,18.45210912776477,0.0,0.0,0.0,14.0,135.0
46,35.0,9.057142857142857,20.21784717861462,0.0,0.0,0.0,14.0,114.0
47,47.0,8.97872340425532,21.256701615073453,0.0,0.0,0.0,14.0,142.0
48,43.0,12.744186046511627,26.62981950411428,0.0,0.0,0.0,14.0,128.0
